t	H2	mod	nest	conn	Fmean
0	0	3.45147514416489e-17	NA	0.446041583643399	0.607963857142857
100	0.40870677365352	0.381006813072393	0.651888341543514	0.225638977937734	0.212352428571429
200	0.675917155042964	0.506372565072019	0.599115124977194	0.171879873271146	0.241184528571429
300	0.804603356063114	0.557652657851267	0.562853493887977	0.149739485738972	0.248973142857143
400	0.870166008849634	0.583546868466707	0.55373107097245	0.139000363283114	0.241054142857143
500	0.90973243019505	0.597529550627887	0.541780696953111	0.13317227010561	0.233449857142857
600	0.931864564274593	0.605460718665699	0.537675606641124	0.129822805015977	0.228074
700	0.945421873501549	0.610060014213851	0.537675606641124	0.127842162428066	0.224451857142857
800	0.954531302854136	0.612748500152629	0.536854588578727	0.126648804405134	0.221961142857143
900	0.960048061509033	0.614307656111582	0.536854588578727	0.125916523941087	0.220179628571429
1000	0.963057024142352	0.615180193464667	0.535212552453932	0.125457957650714	0.2188527
1100	0.965843090436102	0.615623637211855	0.531107462141945	0.125164694767198	0.217826914285714
1200	0.966763494409706	0.615796831635096	0.52946542601715	0.124972821353892	0.217010414285714
1300	0.968837393117403	0.61580035817206	0.52946542601715	0.124844505289995	0.216344728571429
1400	0.969882745131768	0.615700063779453	0.530605728881591	0.124756664238843	0.215791457142857
1500	0.969463307264812	0.615540568175702	0.533068783068783	0.12469502842508	0.215325285714286
1600	0.969717371626114	0.615351380361197	0.534209085933224	0.124650643739733	0.214926828571429
1700	0.970708372425154	0.615151634663855	0.534209085933224	0.124617764090417	0.214584085714286
1800	0.971203696678063	0.614953213203372	0.533388067870826	0.124592592598026	0.214285714285714
1900	0.971445917549211	0.614763268998117	0.533388067870826	0.124572788041042	0.214024985714286
2000	0.971655452717893	0.614585943791133	0.533388067870826	0.124556592257923	0.213795114285714
2100	0.971843454008808	0.614420943638422	0.533388067870826	0.12454308600442	0.213592171428571
2200	0.972015090363594	0.614270691590627	0.532247765006386	0.124531288304428	0.213411171428571
2300	0.972172264264718	0.614133174657526	0.532247765006386	0.124520791838364	0.213249871428571
2400	0.972323782438277	0.614007178969912	0.531426746943988	0.124511252400891	0.213105328571429
2500	0.972464685605217	0.613892148817494	0.530605728881591	0.124502374109172	0.2129749
2600	0.972602155056992	0.61378646433422	0.530605728881591	0.124493950146644	0.212857628571429
2700	0.972734563607102	0.613688470388784	0.530605728881591	0.124485866681717	0.212751257142857
2800	0.972864075996054	0.613597863041886	0.530605728881591	0.124477979744483	0.212654857142857
2900	0.972990919253	0.613512799044968	0.531426746943988	0.124470338341073	0.212566842857143
3000	0.97311348294277	0.613433649034659	0.531426746943988	0.124462710857025	0.212487028571429
3100	0.973234819389533	0.613358412931089	0.531426746943988	0.124455231496678	0.212413914285714
3200	0.973354492778836	0.613287503048541	0.531426746943988	0.124447771685112	0.212346971428571
3300	0.973471595982396	0.61321913328801	0.531426746943988	0.124440452028717	0.2122856
3400	0.973586212014908	0.61315427642328	0.531426746943988	0.12443305847431	0.212229128571429
3500	0.973698874936202	0.6130926252357	0.531426746943988	0.124425617722015	0.2121771
3600	0.973809960735639	0.613032482086467	0.531746031746032	0.124418334640091	0.212129385714286
3700	0.973919544046428	0.612975162357686	0.532567049808429	0.124410983124939	0.212085342857143
3800	0.974027707223816	0.612919342551906	0.532567049808429	0.124403656377041	0.212044757142857
3900	0.974134385726451	0.612865174454537	0.532886334610473	0.124396380257147	0.212007228571429
4000	0.974238352556901	0.612813384442782	0.532886334610473	0.124389066477141	0.211972471428571
4100	0.974340401210895	0.612762871576205	0.532886334610473	0.124381852839826	0.211940385714286
4200	0.974442201127046	0.612713920260017	0.532886334610473	0.124374606653412	0.211910485714286
4300	0.974541284186151	0.612666766298054	0.532886334610473	0.124367373283322	0.211882714285714
4400	0.974638355698702	0.612620625531444	0.532886334610473	0.124360219604217	0.211857457142857
4500	0.974734647095482	0.61257570289734	0.532886334610473	0.124353094938192	0.211833571428571
4600	0.974828455911877	0.612532729619628	0.533205619412516	0.124346005508681	0.211811757142857
4700	0.974922500117919	0.61249098271926	0.533205619412516	0.124338951673767	0.211791171428571
4800	0.975012934689229	0.612449598859233	0.533205619412516	0.124332046260712	0.211771985714286
