t	H2	mod	nest	conn	Fmean
0	0	1.19904050849538e-16	NA	0.42949220112408	0.427271228571429
100	0.077990976277292	0.151336909677841	0.849799306695858	0.289917009877902	0.0582353414285714
200	0.0857506683439351	0.13189145557634	0.831645685093961	0.206333993644696	0.03407101
300	0.114542737229278	0.165520564624135	0.790138660828316	0.20004747781029	0.0343500314285714
400	0.143595406936443	0.184101249076073	0.773262178434592	0.19458736121645	0.0350302714285714
500	0.171715892284368	0.201530599287536	0.746943988323299	0.189365560535423	0.0358072857142857
600	0.199717140193792	0.216937755065796	0.719120598430943	0.184268415018744	0.0365662857142857
700	0.227053645784354	0.230572051923956	0.696086480569239	0.179215488953518	0.0371899857142857
800	0.252511349621422	0.242672643080048	0.683041415800036	0.17424997297642	0.0376160285714286
900	0.2761853997382	0.253198084341935	0.670133187374567	0.169507224231995	0.0378667714285714
1000	0.298864338577409	0.262259393770903	0.662151067323481	0.165117344506583	0.0380062857142857
1100	0.319547950589386	0.267477368224088	0.65311986863711	0.161143314464803	0.0380879142857143
1200	0.339222089684154	0.276643984980604	0.655582922824302	0.157589005677423	0.0381392428571429
1300	0.356939570975016	0.282311796874138	0.651340996168582	0.15442577975207	0.0381702
1400	0.372300754555999	0.286327110623897	0.641169494617771	0.151613267242292	0.0381835857142857
1500	0.386217283368407	0.284509010914035	0.634145228972815	0.149109637853573	0.0381804285714286
1600	0.398509001147221	0.29501388550042	0.627440248129903	0.146875419270452	0.0381623571428571
1700	0.410331864289406	0.294596629361029	0.620552818828681	0.144875344116413	0.0381317
1800	0.420585461578659	0.299774585788338	0.616128443714651	0.143078158992061	0.0380913285714286
1900	0.429858973177422	0.303789955830077	0.613528553183726	0.141457423219023	0.0380441142857143
2000	0.438193888496122	0.307874154287426	0.61074621419449	0.139989722623793	0.0379926428571429
2100	0.445782301512059	0.312751555785183	0.613711001642036	0.138655190796588	0.0379390571428571
2200	0.452852476924456	0.315192830388427	0.612068965517241	0.137436134239118	0.037885
2300	0.4594268218175	0.319860527757778	0.607325305601168	0.136317528265472	0.0378316285714286
2400	0.465353034687952	0.324253961511615	0.604862251413976	0.135285943252436	0.0377796857142857
2500	0.470624726334809	0.328403738025037	0.604862251413976	0.134329971695478	0.0377296571428571
2600	0.475519515107434	0.332840064486984	0.605044699872286	0.133439115226906	0.0376817714285714
2700	0.48017265034676	0.336065483276657	0.603904397007845	0.132604692749673	0.0376360571428571
2800	0.484788620735979	0.339618062446089	0.601943076081007	0.131818989782471	0.0375925428571429
2900	0.489300813166645	0.343007377494261	0.599160737091772	0.131075592245197	0.0375511428571429
3000	0.493492498027114	0.346246792160411	0.599160737091772	0.130368695467886	0.0375117285714286
3100	0.497666664326217	0.349345926265193	0.598522167487685	0.129693627098768	0.0374742285714286
3200	0.501613608522799	0.352316848713809	0.596560846560847	0.129046726881792	0.0374385
3300	0.505300210801727	0.355166571618681	0.594918810436052	0.128424744003204	0.0374044571428571
3400	0.50869563343655	0.357901792135214	0.599844918810436	0.127824974810485	0.0373720571428571
3500	0.512189988025823	0.360528487032677	0.599844918810436	0.127245398040495	0.0373411285714286
3600	0.515533232811995	0.363051467471062	0.597564313081554	0.126684342263217	0.0373117142857143
3700	0.518598525240861	0.365475294804576	0.596424010217114	0.126140611981596	0.0372837
3800	0.521744584547857	0.367803649648009	0.596424010217114	0.125613090259008	0.0372570428571429
3900	0.524890383642508	0.370040723973128	0.595602992154716	0.125101107658191	0.0372316714285714
4000	0.527821946796945	0.37218889955807	0.593960956029921	0.124603984053451	0.0372075857142857
4100	0.530607976080823	0.374251222344581	0.593139937967524	0.124121271323703	0.0371847
4200	0.533319895583591	0.376230803408833	0.593960956029921	0.123652626508076	0.0371629857142857
4300	0.535972753311093	0.378129767425029	0.593960956029921	0.123197753959975	0.0371423857142857
4400	0.538489204549767	0.379950985003259	0.592318919905127	0.122756507297937	0.0371228571428571
4500	0.540926699736228	0.381696370576942	0.591497901842729	0.122328561113008	0.0371043714285714
4600	0.543479082505525	0.383369176827511	0.590676883780332	0.121913874970038	0.0370868714285714
4700	0.545938386318383	0.384970935296572	0.589855865717935	0.12151216783454	0.0370703571428571
4800	0.548310000707984	0.386503397123202	0.589855865717935	0.121123289599204	0.0370547142857143
4900	0.550669535159955	0.387970526512131	0.593459222769568	0.120747192591744	0.0370399285714286
5000	0.552956796843953	0.389373726534911	0.593139937967524	0.120383602394485	0.0370259857142857
5100	0.555234296294116	0.390713588861394	0.593139937967524	0.120032316723988	0.0370128428571429
5200	0.557457906585012	0.391994099217947	0.591497901842729	0.119693180954156	0.0370003857142857
5300	0.559598586681542	0.393216739555038	0.590676883780332	0.119365990581453	0.0369886714285714
5400	0.561655729296165	0.394382439827461	0.590038314176245	0.119050384825328	0.0369776142857143
5500	0.563634832321305	0.395495438995385	0.589719029374202	0.118746364798285	0.0369672
5600	0.565543187086496	0.396555416827426	0.588076993249407	0.118453575720984	0.0369573571428571
5700	0.56737915543113	0.397565531484897	0.588076993249407	0.118171737137678	0.0369480571428571
5800	0.569143797117364	0.398527231403055	0.588076993249407	0.117900570031722	0.0369393142857143
5900	0.570838455303884	0.399443031497781	0.588076993249407	0.117639807934572	0.0369310285714286
6000	0.572463667842766	0.400313143456116	0.588076993249407	0.11738922405619	0.0369231857142857
6100	0.574021845183834	0.401141044082973	0.588076993249407	0.117148429151464	0.0369158
6200	0.57558912109715	0.401927469378156	0.588076993249407	0.116917256702481	0.0369087571428571
6300	0.577029314619758	0.40267409828172	0.588076993249407	0.116695231901552	0.0369021142857143
6400	0.578388448743654	0.403382361088818	0.58725597518701	0.116482168912959	0.0368958428571429
6500	0.579695061139777	0.404186431667391	0.58725597518701	0.116277738215054	0.0368898428571429
6600	0.580938593148564	0.404974464309579	0.587757708447364	0.116081583440016	0.0368841285714286
6700	0.582118751775904	0.405729521523939	0.589399744572158	0.115893479173741	0.0368786857142857
6800	0.583236134298689	0.406453658492849	0.589399744572158	0.115713022619178	0.0368734857142857
6900	0.584269857480038	0.407147133213114	0.589399744572158	0.11553998245326	0.0368685142857143
7000	0.585238196292941	0.407811451556395	0.589399744572158	0.115373927439838	0.0368637428571429
7100	0.586174753867247	0.408448461365244	0.588578726509761	0.115214753067193	0.0368591714285714
7200	0.587056532964323	0.409059380797896	0.589399744572158	0.115061966939948	0.0368547285714286
7300	0.587883191866008	0.409644128359634	0.589399744572158	0.114915400195581	0.0368504285714286
7400	0.588661757494426	0.41020532986519	0.589399744572158	0.114774717936037	0.0368463142857143
7500	0.589390465553803	0.41074345323334	0.587757708447364	0.11463959602992	0.0368422857142857
7600	0.590067614577074	0.411259263269901	0.586936690384966	0.114509837472373	0.0368383857142857
7700	0.590679871415381	0.411754554276869	0.586936690384966	0.114385168978415	0.0368345428571429
7800	0.591392845936604	0.412229580361597	0.586936690384966	0.114265230223377	0.0368307857142857
7900	0.592080442504757	0.412685320419609	0.586936690384966	0.11414990235795	0.0368271142857143
8000	0.592730176610639	0.413122293039304	0.586936690384966	0.114038855818805	0.0368235285714286
8100	0.59332633272209	0.413542593698123	0.586936690384966	0.113931841752499	0.0368199857142857
8200	0.593946306257574	0.413946315905316	0.586936690384966	0.113828720090167	0.0368164857142857
