t	H2	mod	nest	conn	Fmean
0	0	1.80380168951407e-17	1	0.394129386255167	0.492958571428571
100	0.0242525592728431	0.0811567054207257	0.935139573070607	0.210661656405613	0.0393919
200	0.0579935552475358	0.125816038617484	0.896597336252509	0.229415233291424	0.0342584471428571
300	0.0837489112045008	0.150640051629264	0.87114577631819	0.190922352702181	0.0221132214285714
400	0.0909432756684616	0.108446537978314	0.864486407589856	0.14656077527032	0.0108214542857143
500	0.0923905074555201	0.0735241953463803	0.851486954935231	0.131769886282255	0.00650118285714286
600	0.095445214241684	0.0643231613726548	0.849297573435504	0.128605419107627	0.00549702571428571
700	0.0982826240945682	0.0635775606223666	0.844781974092319	0.128233213914872	0.00535438142857143
800	0.101760809392397	0.0647872052940204	0.840540047436599	0.128383715991251	0.00538439
900	0.105525048317254	0.0664025526571413	0.833835066593687	0.128548785556877	0.00543216714285714
1000	0.109365932979782	0.0680842322974151	0.828270388615216	0.12864923564523	0.00547066857142857
1100	0.113400145928749	0.0697623065046508	0.825168764823937	0.128695252462298	0.00549971714285714
1200	0.117313780317031	0.0714217908700476	0.822386425834702	0.128705744009611	0.00552278428571429
1300	0.121250206884442	0.0730614461211335	0.817323481116584	0.12869497613938	0.00554257
1400	0.125264411544474	0.0704033339115414	0.814541142127349	0.128671075832023	0.00556067857142857
1500	0.129263892282377	0.0720281994918641	0.812899106002554	0.128638759542718	0.00557797428571429
1600	0.133265008560246	0.0736403569928024	0.809979930669586	0.128600790933803	0.00559488714285714
1700	0.137268171727823	0.0752402008739612	0.809022076263456	0.128558509802476	0.00561162571428571
1800	0.141316105748807	0.0768274585797358	0.80623973727422	0.128512611417272	0.00562827285714286
1900	0.145323568205607	0.0784025872567869	0.805099434409779	0.128463450932833	0.00564484571428571
2000	0.149473444953995	0.0799654833102122	0.801678525816457	0.128411397194751	0.00566133142857143
2100	0.153370628627378	0.0815168914354515	0.800036489691662	0.128356490347978	0.00567771428571429
2200	0.157186155531168	0.0830563146638046	0.794471811713191	0.128298555181143	0.00569395285714286
2300	0.161244335393113	0.0845841032969472	0.787082649151615	0.128237803008975	0.00571002428571429
2400	0.165193475638217	0.086100610351207	0.784300310162379	0.128174203566555	0.00572590428571429
2500	0.169176484677168	0.0876058883227167	0.780696953110746	0.128107816304031	0.00574155714285714
2600	0.173231389506681	0.0891004922462053	0.777093596059113	0.12803862993342	0.00575696571428571
2700	0.177181456663048	0.0905835993431545	0.774630541871921	0.127966583149356	0.00577210714285714
2800	0.181085803308124	0.092055911954384	0.772669220945083	0.127891715089925	0.00578696714285714
2900	0.185145702580984	0.0935171676141881	0.76715015508119	0.127814007036757	0.00580153
3000	0.189101699735381	0.0949679025468938	0.764367816091954	0.127733587418867	0.00581578714285714
3100	0.193146280711212	0.0964076331485427	0.761083743842365	0.127650406367944	0.00582972714285714
3200	0.197123571890817	0.0978362613057564	0.75944170771757	0.12756442316299	0.00584334142857143
3300	0.201093310786761	0.0992541120224377	0.753375296478745	0.127475761750235	0.00585663142857143
3400	0.205162107610644	0.100661011005156	0.750912242291553	0.12738443904642	0.00586958857142857
3500	0.209360688013652	0.102056875092275	0.750592957489509	0.127290423097639	0.00588221714285714
3600	0.213506207655376	0.103441625871712	0.74749133369823	0.127193878548684	0.00589451428571429
3700	0.217167838222174	0.104814482107367	0.743386243386243	0.127094676716479	0.00590648714285714
3800	0.221209410941999	0.106176592178681	0.73864258347017	0.126993043687976	0.00591813428571429
3900	0.225354170411492	0.107527155102491	0.738323298668126	0.126889085135226	0.00592946571428571
4000	0.229361985945792	0.108866140324615	0.737502280605729	0.126782772993918	0.00594048
4100	0.233467605259724	0.110193525574133	0.735860244480934	0.126674151533508	0.00595118857142857
4200	0.237413314900912	0.111508856973232	0.732758620689655	0.126563324919382	0.00596159857142857
4300	0.241666358352782	0.112812171644054	0.729656996898376	0.126450389338416	0.00597171571428571
