t	H2	mod	nest	conn	Fmean
0	0	9.75559835545052e-17	NA	0.418028652199613	0.50079
100	0.0869134015194624	0.15658090404573	0.857963875205255	0.301348822720336	0.117308657142857
200	0.216922669644724	0.271862405380412	0.744435322021529	0.269486867596259	0.1412254
300	0.335591958393547	0.357655303805629	0.707079000182448	0.23124618451807	0.154338857142857
400	0.425545165374676	0.416170788970771	0.679666119321292	0.204257995854369	0.154296857142857
500	0.49223122162471	0.457442908501093	0.670680532749498	0.187046118145258	0.152333571428571
600	0.542991278749768	0.485603471507088	0.658410873928115	0.17611102419685	0.150751857142857
700	0.582142643292889	0.505204443372338	0.649744572158365	0.168865053390465	0.149757142857143
800	0.612430587994259	0.519023564581191	0.644818463783981	0.163791914709719	0.149154285714286
900	0.636575170041479	0.518591007680422	0.642401021711367	0.160029308024628	0.148783714285714
1000	0.656557726487011	0.535811302848439	0.638797664659734	0.157087709435789	0.148556285714286
1100	0.673147050504753	0.540760927879493	0.638159095055647	0.154686972696157	0.148422
1200	0.687674566951262	0.5446344502455	0.632411968618865	0.152661990265839	0.148350714285714
1300	0.698999583284419	0.548283026509872	0.631271665754424	0.15091079685693	0.148323
1400	0.710583964524242	0.551052493589447	0.629310344827586	0.14936564959788	0.148324142857143
1500	0.72179432788881	0.555799231583268	0.629310344827586	0.147979491554156	0.148345857142857
1600	0.728826694387016	0.560113693982576	0.627349023900748	0.146717937416897	0.148380857142857
1700	0.735088686418364	0.565867173287705	0.626528005838351	0.145555295976062	0.148424714285714
1800	0.741741204048735	0.570247335536877	0.627349023900748	0.144472552560986	0.148473428571429
1900	0.747702942046307	0.574665888790835	0.625706987775953	0.143455715125561	0.148524428571429
2000	0.753110383500264	0.578738974536688	0.625706987775953	0.142494509650695	0.148575857142857
2100	0.758490887103482	0.582514002815076	0.624566684911512	0.141581730814285	0.148626857142857
2200	0.763235991304165	0.586030792376858	0.624566684911512	0.140711887089346	0.148675428571429
2300	0.768171169426348	0.589320365904777	0.623745666849115	0.139881098138579	0.148722285714286
2400	0.772725432457424	0.592406842079904	0.623745666849115	0.139086853709883	0.148766285714286
2500	0.776626448564384	0.595311573198974	0.622924648786718	0.138326840844745	0.148806857142857
2600	0.780552039255764	0.598050511796364	0.621282612661923	0.137599601813677	0.148844428571429
2700	0.784228157243507	0.597461153448871	0.619321291735085	0.136903665084049	0.148878857142857
2800	0.787402603067437	0.60308716514802	0.618500273672687	0.136237755861348	0.148910428571429
2900	0.790612815357428	0.605406671431426	0.618500273672687	0.135600774404343	0.148938714285714
3000	0.793464774367517	0.607604930006547	0.61767925561029	0.134991656873074	0.148964142857143
3100	0.796789800672444	0.609690429784084	0.61767925561029	0.134409232629523	0.148986857142857
3200	0.800315122639657	0.608503304951306	0.620142309797482	0.133852805286793	0.149007
3300	0.803369649403127	0.613545258605583	0.62096332785988	0.133321439222948	0.149024142857143
3400	0.806147211719782	0.615326289521796	0.62096332785988	0.132813844885005	0.149039142857143
3500	0.808970666923565	0.617016986639523	0.62096332785988	0.132329049864564	0.149052
3600	0.811725065498224	0.615910419787662	0.62096332785988	0.131866295102505	0.149063
3700	0.814221030739588	0.620141551736123	0.619321291735085	0.131424931292055	0.149071571428571
3800	0.816895542381303	0.617898783900932	0.619321291735085	0.131003646419943	0.149078571428571
3900	0.819393117110954	0.622951428040894	0.619321291735085	0.130601801777668	0.149083857142857
4000	0.821521397874243	0.624247793114653	0.619321291735085	0.130218288578314	0.149087571428571
4100	0.82309538777096	0.625476289740191	0.619321291735085	0.129852557846467	0.149090142857143
4200	0.824501964689176	0.623965416605585	0.619002006933041	0.129503703771549	0.149091428571429
4300	0.826147122115331	0.627742567824207	0.619002006933041	0.129170888567858	0.149091857142857
4400	0.827668744031549	0.628787695841307	0.619002006933041	0.128853094575313	0.149091428571429
4500	0.829021707850183	0.627116443847611	0.619002006933041	0.128550171457535	0.149090571428571
4600	0.830625051691433	0.630714186905329	0.619002006933041	0.128260705018222	0.149088428571429
4700	0.83206944882373	0.631603072207972	0.619002006933041	0.127984244345895	0.149086428571429
4800	0.833391746530465	0.632444772717866	0.618180988870644	0.127720264574398	0.149084142857143
4900	0.834610782894408	0.633243754353112	0.618180988870644	0.127467648749804	0.149081285714286
5000	0.835701168332044	0.634001119189416	0.618180988870644	0.127226089137109	0.149078714285714
5100	0.836661842673514	0.630198527741322	0.618180988870644	0.126994564712077	0.149076
5200	0.837639158366396	0.635405435754085	0.618180988870644	0.126772476155276	0.149073714285714
5300	0.838948091992184	0.636054920333487	0.618180988870644	0.126559732189794	0.149071142857143
5400	0.840041613628767	0.632134906506356	0.617861704068601	0.126355139437052	0.149069
5500	0.840993494487401	0.628780465862481	0.617040686006203	0.126158226903504	0.149067285714286
5600	0.841901416543744	0.633482147861639	0.617040686006203	0.125968677637631	0.149065571428571
5700	0.842763602652105	0.638364550639267	0.617040686006203	0.12578583666751	0.149064428571429
5800	0.843575365601153	0.638878540003384	0.617040686006203	0.125609239267369	0.149063571428571
5900	0.844395422822652	0.630897088071683	0.616219667943806	0.125438400654055	0.149063285714286
6000	0.845300147331167	0.637224624469126	0.616219667943806	0.125273091966083	0.149063285714286
6100	0.846156435499885	0.635742784381748	0.617040686006203	0.1251126434702	0.149063857142857
6200	0.84696820727871	0.640730048681222	0.617040686006203	0.124957032393664	0.149064571428571
6300	0.847766461203724	0.641148416650398	0.617040686006203	0.124805628688372	0.149065857142857
6400	0.848579513999066	0.641551814738876	0.617040686006203	0.124658226781575	0.149067428571429
6500	0.849360942026748	0.641940921365282	0.617040686006203	0.124514493475644	0.149069428571429
