t	H2	mod	nest	conn	Fmean
0	0	-2.882214764908e-17	1	0.414298721457053	0.454740428571429
100	0.046599746516043	0.139254415054367	0.884875022806057	0.240169940756676	0.0448992857142857
200	0.0929700244826887	0.192499989643816	0.782110928662653	0.238804504800363	0.0449196571428571
300	0.135738528493111	0.23810618395275	0.732713008575077	0.229698233146933	0.0465750571428571
400	0.179982618742177	0.280172212861633	0.681764276591863	0.218523841171953	0.0479325285714286
500	0.225284977020891	0.318065340420726	0.650839262908228	0.20720881871718	0.0488704428571429
600	0.269785724526899	0.351689127085085	0.624977193942711	0.196427946397304	0.0493179142857143
700	0.31229539773839	0.380903002424862	0.609925196132093	0.18656424745763	0.0493569142857143
800	0.350725437376859	0.40570593448122	0.592410144134282	0.177808152873146	0.0491452428571429
900	0.385960032662777	0.426484450343914	0.58570516329137	0.17019643662066	0.0488284142857143
1000	0.416896057996301	0.443949686204437	0.578316000729794	0.163657950157853	0.0484978
1100	0.442491599360645	0.458422675509602	0.572933771209633	0.158068555594572	0.0481955
1200	0.465400257568287	0.470343884178297	0.569649698960044	0.153290638173731	0.0479344428571429
1300	0.486696708418449	0.480182831935997	0.567186644772852	0.149194849175905	0.0477142285714286
1400	0.506867114563328	0.488333606085122	0.562762269658821	0.145668827106248	0.0475296285714286
1500	0.524606244717803	0.496495633162018	0.55701514322204	0.142617240666412	0.0473746142857143
1600	0.539900749715121	0.503827370742948	0.554232804232804	0.13996138592919	0.0472436285714286
1700	0.553311156863268	0.510231146301559	0.553092501368364	0.13763608133992	0.0471319714285714
1800	0.564702264858077	0.515923464480306	0.549808429118774	0.135587355887928	0.0470358428571429
1900	0.574897398279875	0.5210598692212	0.549808429118774	0.133771146600674	0.0469523
2000	0.584182188610621	0.525677991092629	0.547847108191936	0.132150865548549	0.0468789428571429
2100	0.592530648179228	0.529860174063965	0.547026090129538	0.130696119734046	0.0468139285714286
2200	0.600440495730838	0.533672352471077	0.544563035942346	0.12938201319903	0.0467558
2300	0.607481397800363	0.537168020864909	0.541278963692757	0.128187657723692	0.0467033571428571
2400	0.613764412402673	0.540391313256488	0.538815909505565	0.127095566457974	0.0466557142857143
2500	0.619478045473269	0.543376644615006	0.538314176245211	0.12609194103632	0.0466120857142857
2600	0.624924916499694	0.546153686567734	0.540275497172049	0.12516446822166	0.0465719285714286
